manufacturer,model,Model_Count,Depreciation_per_Mile,Est_Loss_Per_10k_Miles_USD,Model_Reliability_R2
infiniti,q70 3.7 sedan 4d,51.0,-0.04049766760119458,404.98,0.391
infiniti,qx50 luxe sport utility,106.0,-0.26151505051691376,2615.15,0.608
infiniti,qx50 sport utility 4d,190.0,-0.09793900836296644,979.39,0.44
infiniti,qx56,116.0,-0.05058980748845292,505.9,0.14
infiniti,qx60,129.0,-0.11959231502707172,1195.92,0.459
infiniti,qx60 3.5 sport utility,303.0,-0.13847351793292884,1384.74,0.683
infiniti,qx60 luxe sport utility,164.0,-0.35083585586727867,3508.36,0.808
infiniti,qx60 pure sport utility,63.0,-0.24323050423999434,2432.31,0.884
infiniti,qx80,98.0,-0.1208979220170405,1208.98,0.181
jaguar,e-pace p250 se sport,174.0,-0.48105758944980864,4810.58,0.263
jaguar,e-pace p250 sport utility,87.0,28.126822157434393,-281268.22,-inf
jaguar,e-pace p300 r-dynamic se,114.0,-0.7269880326585403,7269.88,1.0
jaguar,xe 25t premium sedan 4d,53.0,-0.1328607640681646,1328.61,0.925
jaguar,xf,50.0,-0.19491284037966902,1949.13,0.478
jaguar,xf 20d premium sedan 4d,131.0,-0.25188802525821835,2518.88,0.716
jeep,cherokee,708.0,-0.08083020786066647,808.3,0.425
jeep,cherokee latitude,56.0,-0.03891156046856057,389.12,0.078
jeep,commander,93.0,-0.009460333457201296,94.6,0.029
jeep,compass,448.0,-0.11599640847630269,1159.96,0.568
jeep,compass sport,50.0,-0.1134938947637513,1134.94,0.563
jeep,gladiator,156.0,-0.19521529053845962,1952.15,0.094
jeep,grand cherokee,1696.0,-0.10366050390105203,1036.61,0.343
jeep,grand cherokee laredo,208.0,-0.07367769761822351,736.78,0.394
jeep,grand cherokee laredo 4x4,81.0,-0.1401246978908843,1401.25,0.649
jeep,grand cherokee laredo sport,142.0,-0.1878327959185929,1878.33,0.558
jeep,grand cherokee limited,164.0,-0.14865580027539074,1486.56,0.688
jeep,grand cherokee limited 4x4,112.0,-0.19208259830288427,1920.83,0.798
jeep,grand cherokee trailhawk,82.0,-0.26800076381623866,2680.01,0.757
jeep,liberty,479.0,-0.008121295160779576,81.21,0.068
jeep,liberty sport,54.0,-0.0443546944940585,443.55,0.456
jeep,patriot,440.0,-0.034832439982513216,348.32,0.193
jeep,patriot sport,66.0,-0.047648524518494634,476.49,0.16
jeep,renegade,347.0,-0.06557876448576426,655.79,0.055
jeep,renegade latitude,50.0,-0.08272143300249511,827.21,0.39
jeep,renegade sport suv 4d,104.0,-0.1618883493943514,1618.88,0.747
jeep,wrangler,1740.0,-0.1332396700560652,1332.4,0.337
jeep,wrangler jk unlimited,51.0,-0.17874414722847132,1787.44,0.5
jeep,wrangler rubicon,60.0,-0.10294015093040497,1029.4,0.414
jeep,wrangler rubicon sport,86.0,-0.13418043428862414,1341.8,0.847
jeep,wrangler sahara,53.0,-0.14967665296047716,1496.77,0.623
jeep,wrangler sport,103.0,-0.09450666200242666,945.07,0.43
jeep,wrangler sport s utility 2d,71.0,-0.08534214931463643,853.42,0.444
jeep,wrangler sport suv 2d,383.0,-0.1800521332061193,1800.52,0.859
jeep,wrangler unlimi,67.0,-0.15824151366079164,1582.42,0.74
jeep,wrangler unlimited,789.0,-0.17374840452037033,1737.48,0.441
jeep,wrangler unlimited all new,303.0,0.09863366804363669,-986.34,0.083
jeep,wrangler unlimited rubicon,295.0,-0.178954483871747,1789.54,0.32
jeep,wrangler unlimited sahara,336.0,-0.16472235015658265,1647.22,0.423
jeep,wrangler unlimited sport,497.0,-0.13775034177890474,1377.5,0.613
jeep,wrangler unlimited sport s,80.0,-0.22443525743483939,2244.35,0.184
jeep,wrangler unlimited willys,72.0,-0.15119220391054464,1511.92,0.734
kia,forte,354.0,-0.03688218644424955,368.82,0.299
kia,forte koup ex coupe 2d,129.0,0.9636435823265832,-9636.44,-inf
kia,forte lx,67.0,-0.03208956607290816,320.9,0.097
kia,niro lx wagon 4d,70.0,0.022696270731620394,-226.96,0.023
kia,optima,595.0,-0.06497397666593044,649.74,0.265
kia,optima ex,55.0,-0.07485565682077247,748.56,0.217
kia,optima lx,135.0,-0.0751796788942822,751.8,0.503
kia,rio,156.0,-0.06889507268064186,688.95,0.597
kia,rio lx,54.0,-0.038607347209932585,386.07,0.263
kia,sedona,115.0,-0.1019461131571081,1019.46,0.604
kia,sedona lx,50.0,-0.11307951304199483,1130.8,0.797
kia,sorento,461.0,-0.04682492166795896,468.25,0.278
kia,sorento lx,86.0,-0.10277972619533653,1027.8,0.562
kia,sorento lx sport utility 4d,79.0,-0.09047905135809167,904.79,0.574
kia,soul,765.0,-0.07360607705091918,736.06,0.518
kia,soul ! wagon 4d,82.0,-0.0633195162365032,633.2,0.74
kia,soul +,102.0,-0.05961779782242953,596.18,0.539
kia,soul s wagon 4d,104.0,-0.08691465685398903,869.15,0.517
kia,soul wagon 4d,140.0,-0.036951255782949166,369.51,0.124
kia,sportage,290.0,-0.10673722331973753,1067.37,0.614
kia,sportage lx,71.0,-0.09013928498948988,901.39,0.516
kia,sportage lx sport utility 4d,79.0,-0.0967571215402525,967.57,0.71
lexus,ct 200h hatchback 4d,92.0,-0.06691594148669217,669.16,0.786
lexus,es,153.0,-0.13546165431301324,1354.62,0.544
lexus,es 300,74.0,-0.02427326207570109,242.73,0.233
lexus,es 350,343.0,-0.1296693005594401,1296.69,0.614
lexus,es 350 sedan 4d,179.0,-0.1603169693166073,1603.17,0.585
lexus,es350,57.0,-0.0254760339893965,254.76,0.056
lexus,gs,68.0,-0.12868380126630402,1286.84,0.587
lexus,gs 300,52.0,-0.0636503100115358,636.5,0.764
lexus,gs 350,98.0,-0.09319715403578162,931.97,0.421
lexus,gs 350 sedan 4d,220.0,-0.2065882904617969,2065.88,0.657
lexus,gx 460,64.0,-0.20117141487114815,2011.71,0.766
lexus,gx 460 sport utility 4d,59.0,-0.19889877131968656,1988.99,0.895
lexus,gx 470,73.0,-0.07011365270251657,701.14,0.213
lexus,is,175.0,-0.1049516069829271,1049.52,0.365
lexus,is 250,144.0,-0.10107814025052496,1010.78,0.525
lexus,is 350 sedan 4d,129.0,-0.1926656254811849,1926.66,0.483
lexus,ls 460,66.0,-0.09504251043730634,950.43,0.271
lexus,ls 460 sedan 4d,335.0,-0.11359048898030577,1135.9,0.591
lexus,lx 470,57.0,-0.13501371248651414,1350.14,0.338
lexus,nx 200t sport utility 4d,107.0,-0.07630107255745829,763.01,0.775
lexus,nx 300 sport utility 4d,222.0,-0.22718776030301707,2271.88,0.592
lexus,nx 300h sport utility 4d,120.0,-0.1547124530338952,1547.12,0.855
lexus,rx,188.0,-0.12191968346745093,1219.2,0.328
lexus,rx 330,96.0,-0.002416445019125732,24.16,0.018
lexus,rx 350,392.0,-0.1454634031159022,1454.63,0.596
lexus,rx 350 sport utility 4d,207.0,-0.22105902297725047,2210.59,0.775
lexus,rx 350l sport utility 4d,74.0,-0.20178822870830299,2017.88,0.515
lexus,rx 450h,62.0,-0.253714103548274,2537.14,0.662
lexus,rx350,64.0,-0.16508816955991498,1650.88,0.68
lincoln,continental,59.0,-0.09937052728436653,993.71,0.147
lincoln,continental reserve,129.0,-0.19405030994015618,1940.5,0.882
lincoln,continental sedan 4d,57.0,-0.2808389697660218,2808.39,0.881
lincoln,continental select sedan,96.0,-0.023012607892683862,230.13,0.023
lincoln,corsair reserve sport,79.0,-0.544674751948098,5446.75,0.673
lincoln,corsair sport utility 4d,87.0,0.08009918733205851,-800.99,0.013
lincoln,mkc,90.0,-0.1159781079589537,1159.78,0.514
lincoln,mks,78.0,-0.06710309373262832,671.03,0.301
lincoln,mkx,214.0,-0.09091437799219249,909.14,0.37
lincoln,mkx reserve sport,141.0,-0.1200633353088246,1200.63,0.489
lincoln,mkx select sport utility,60.0,-0.043642990358189596,436.43,0.065
lincoln,mkz,254.0,-0.04086643640329565,408.66,0.244
lincoln,mkz hybrid reserve ii,52.0,4.2709481808158785,-42709.48,-inf
lincoln,mkz reserve sedan 4d,91.0,-0.10251067575394304,1025.11,0.421
lincoln,mkz sedan 4d,166.0,-0.2415726780646776,2415.73,0.865
lincoln,mkz select sedan 4d,105.0,-0.07838914982982131,783.89,0.42
lincoln,navigator,169.0,-0.18848312737246822,1884.83,0.432
lincoln,navigator l select sport,105.0,-0.14118199090333733,1411.82,0.907
lincoln,town car,212.0,-0.009557374837816743,95.57,0.118
mazda,3,276.0,-0.05463819148993031,546.38,0.424
mazda,5,56.0,-0.036826624738810765,368.27,0.289
mazda,6,105.0,-0.061696058300318206,616.96,0.445
mazda,cx-5,235.0,-0.09901916275430706,990.19,0.361
mazda,cx-7,68.0,0.002945511958499603,-29.46,0.034
mazda,cx-9,180.0,-0.11215668088404065,1121.57,0.601
mazda,mazda3,360.0,-0.04556019826034687,455.6,0.312
mazda,mazda3 touring 2.5,55.0,-0.05839984426708157,584.0,1.0
mazda,mazda6,205.0,-0.07912891080437036,791.29,0.495
mazda,miata,59.0,-0.009203328392984012,92.03,0.084
mazda,mx-5 miata,104.0,-0.14031313537314605,1403.13,0.757
mazda,mx-5 miata club,222.0,-0.24378076903123702,2437.81,0.881
mazda,mx-5 miata grand touring,487.0,-0.1967722967279207,1967.72,0.652
mazda,mx-5 miata rf grand,89.0,-0.1993962356414386,1993.96,0.341
mazda,tribute,51.0,-0.003267683297182596,32.68,0.18
mercedes-benz,benz,107.0,-0.12701345037990808,1270.13,0.205
mercedes-benz,benz c300,103.0,-0.11616777398808857,1161.68,0.341
mercedes-benz,benz e320,54.0,-0.030390642261648754,303.91,0.317
mercedes-benz,benz e350,131.0,-0.012027683999767643,120.28,0.079
mercedes-benz,benz ml350,64.0,-0.098332203196174,983.32,0.38
mercedes-benz,c-class,794.0,-0.16486655436592376,1648.67,0.396
mercedes-benz,c-class c 300,114.0,-0.3226818127032386,3226.82,0.448
mercedes-benz,c-class c 63 amg,58.0,-0.16749130466159035,1674.91,0.974
mercedes-benz,cla,70.0,-0.16079816745969427,1607.98,0.472
mercedes-benz,cla-class,83.0,-0.05026235373459604,502.62,0.052
mercedes-benz,cls,56.0,-0.3319233108869559,3319.23,0.708
mercedes-benz,cls-class,90.0,-0.36371009369266666,3637.1,0.75
mercedes-benz,e-class,557.0,-0.20403212835054557,2040.32,0.463
mercedes-benz,e-class e 300,65.0,-0.15141703992074126,1514.17,0.633
mercedes-benz,e-class e 350,76.0,-0.3619916097717348,3619.92,0.717
mercedes-benz,e-class e 400,54.0,-0.36795718645150693,3679.57,0.171
mercedes-benz,e-class e 550,64.0,-0.19157697456986475,1915.77,0.426
mercedes-benz,e-class e 63 amg,78.0,-0.28468873700478137,2846.89,0.894
mercedes-benz,gl-class,166.0,-0.1412412185969959,1412.41,0.393
mercedes-benz,gla-class gla 45,156.0,0.9361983281146771,-9361.98,-inf
mercedes-benz,glc,57.0,-0.06180928239897522,618.09,0.032
mercedes-benz,glk,78.0,-0.135932560883093,1359.33,0.458
mercedes-benz,glk-class,59.0,-0.09266334194612627,926.63,0.626
mercedes-benz,gls 450 4matic,84.0,-0.48167138388586356,4816.71,0.827
mercedes-benz,m-class,176.0,-0.09553426290437658,955.34,0.278
mercedes-benz,m-class ml 350,54.0,-0.16329413484092176,1632.94,0.857
mercedes-benz,mercedes-amg,82.0,-0.08527286556186978,852.73,0.116
mercedes-benz,mercedes-amg cla,60.0,-0.30634497495681506,3063.45,0.908
mercedes-benz,metris passenger,104.0,-0.1829195951886777,1829.2,0.605
mercedes-benz,s-class,269.0,-0.5029115970641015,5029.12,0.5
mercedes-benz,s-class s 550,57.0,-0.30790985947629496,3079.1,0.401
mercedes-benz,sl-class,76.0,-0.21824708966462728,2182.47,0.475
mercedes-benz,sl-class sl 550,85.0,-0.2756144935030043,2756.14,0.407
mercedes-benz,sprinter,52.0,-0.21609942592254844,2160.99,0.293
mercury,grand marquis,195.0,-0.015741848987742814,157.42,0.1
mercury,mariner,81.0,-0.0268581170416405,268.58,0.272
mercury,milan,52.0,-0.013114807558312774,131.15,0.14
mercury,mountaineer,71.0,-0.013074209151650452,130.74,0.068
mercury,sable,77.0,-0.010556055289177824,105.56,0.129
mini,convertible cooper s 2d,107.0,-0.25081317135669073,2508.13,0.392
mini,cooper,187.0,-0.06683343062285416,668.33,0.369
mini,cooper clubman,66.0,-0.10187538752994754,1018.75,0.45
mini,cooper countryman,111.0,-0.11490873741932972,1149.09,0.481
mini,cooper hardtop,109.0,-0.0447955910845593,447.96,0.213
mini,cooper s,167.0,-0.02029981507891133,203.0,0.122
mini,countryman,116.0,-0.14016266157764895,1401.63,0.529
mini,countryman cooper se all4,101.0,-0.6922981827172708,6922.98,1.0
mini,hardtop,57.0,-0.07454802696176387,745.48,0.793
mini,hardtop 2 door cooper s,77.0,-0.13659219143358134,1365.92,0.609
mini,hardtop 2 door john cooper,72.0,-0.38039829939583863,3803.98,1.0
mini,hardtop cooper s hatchback,68.0,-0.09819744594265142,981.97,0.87
mitsubishi,eclipse,108.0,-0.03464792309130438,346.48,0.376
mitsubishi,eclipse cross es,65.0,-0.2338932441055845,2338.93,0.211
mitsubishi,fuso fe145,55.0,-0.038486702844167435,384.87,1.0
mitsubishi,galant,66.0,-0.011175759133463926,111.76,0.099
mitsubishi,lancer,135.0,-0.07854893962002403,785.49,0.185
mitsubishi,mirage,62.0,-0.04396023406827569,439.6,0.338
mitsubishi,outlander,173.0,-0.08141352779657776,814.14,0.647
mitsubishi,outlander es sport,88.0,-0.08809650317458581,880.97,0.604
mitsubishi,outlander gt sport,75.0,-0.14899586163999307,1489.96,0.546
mitsubishi,outlander phev gt,55.0,-0.08629080669356047,862.91,0.536
mitsubishi,outlander phev sel,161.0,-0.212422343008813,2124.22,0.719
mitsubishi,outlander se sport,96.0,-0.09004162025940944,900.42,0.405
mitsubishi,outlander sport,162.0,-0.07487524171269376,748.75,0.639
mitsubishi,outlander sport es,246.0,-0.1165018206906612,1165.02,0.715
nissan,350z,57.0,-0.04692315464938799,469.23,0.135
nissan,370z,63.0,-0.12164744196836506,1216.47,0.516
nissan,370z coupe 2d,57.0,-0.17384106704603136,1738.41,0.628
nissan,370z nismo coupe 2d,200.0,6.249999999999957,-62500.0,1.0
nissan,altima,1702.0,-0.03833064092031221,383.31,0.256
nissan,altima 2.5 s,229.0,-0.06971205595439466,697.12,0.461
nissan,altima 2.5 sl,56.0,-0.06888047487563663,688.8,0.286
nissan,altima s,64.0,-0.05248020586886158,524.8,0.389
nissan,armada,191.0,-0.14169340504794317,1416.93,0.582
nissan,cube,75.0,-0.027437043101283625,274.37,0.257
nissan,frontier,403.0,-0.08674508516738905,867.45,0.529
nissan,frontier crew cab pro-4x,190.0,-0.16579749318359246,1657.97,0.578
nissan,frontier crew cab sv,127.0,-0.10099129863301212,1009.91,0.795
nissan,frontier king cab s,53.0,-0.13919459891195587,1391.95,0.759
nissan,frontier king cab sv,106.0,0.022072032750850915,-220.72,0.081
nissan,juke,126.0,-0.0667122987535204,667.12,0.248
nissan,leaf,111.0,-0.14875874227828262,1487.59,0.408
nissan,leaf s hatchback 4d,81.0,-0.17712456814803657,1771.25,0.651
nissan,maxima,433.0,-0.06964826605572288,696.48,0.372
nissan,murano,483.0,-0.11648027807434401,1164.8,0.531
nissan,murano s,51.0,-0.08692136192152108,869.21,0.503
nissan,nv200,73.0,-0.07473764814476935,747.38,0.679
nissan,pathfinder,484.0,-0.11796412530933678,1179.64,0.631
nissan,quest,94.0,-0.03939081236151211,393.91,0.199
nissan,rogue,873.0,-0.09686945424466697,968.69,0.319
nissan,rogue s,83.0,-0.09874541582768481,987.45,0.525
nissan,rogue select,57.0,-0.07154851130837346,715.49,0.452
nissan,rogue sl,52.0,-0.0565285044523867,565.29,0.126
nissan,rogue sport,62.0,-0.03816016456688193,381.6,0.01
nissan,rogue sv,112.0,-0.09403001785210993,940.3,0.324
nissan,sentra,822.0,-0.0541580460792774,541.58,0.385
nissan,sentra s,108.0,-0.0787297138960687,787.3,0.545
nissan,sentra s sedan 4d,83.0,-0.1069926584710949,1069.93,0.911
nissan,sentra sv,108.0,-0.05579623403930532,557.96,0.274
nissan,titan,355.0,-0.1237497940289762,1237.5,0.446
nissan,titan crew cab sv pickup,64.0,-0.23805267663905613,2380.53,0.448
nissan,titan single cab sv,106.0,0.6529575420345959,-6529.58,-inf
nissan,titan xd crew cab sv,85.0,2.0094166842878503e-15,-0.0,-inf
nissan,versa,449.0,-0.047393693778471926,473.94,0.466
nissan,versa note,86.0,-0.04595562445204442,459.56,0.492
nissan,versa sv,66.0,-0.06846387279511022,684.64,0.626
nissan,xterra,254.0,-0.07092831199317522,709.28,0.364
pontiac,firebird,81.0,-0.09567554351899485,956.76,0.175
pontiac,g6,228.0,-0.006421434919513198,64.21,0.078
pontiac,grand prix,147.0,-0.03317554916511714,331.76,0.148
pontiac,solstice,56.0,-0.07033752758235079,703.38,0.694
pontiac,vibe,116.0,-0.0012929873069233732,12.93,0.021
porsche,911,50.0,-1.2237311881870117,12237.31,0.596
porsche,boxster,99.0,-0.18248394841156787,1824.84,0.346
porsche,cayenne,179.0,-0.29909221967168476,2990.92,0.567
porsche,macan,61.0,-0.449872650551161,4498.73,0.289
porsche,panamera,57.0,-0.4283873247513446,4283.87,0.605
ram,1500,2761.0,-0.16603371238956072,1660.34,0.451
ram,1500 4x4,123.0,-0.12175355031552773,1217.54,0.468
ram,1500 big horn,62.0,-0.2186389211263793,2186.39,0.622
ram,1500 classic,114.0,-0.028693453780335505,286.93,0.003
ram,1500 classic regular cab,383.0,-0.011213100053004068,112.13,0.005
ram,1500 crew cab,138.0,-0.15409726938989649,1540.97,0.62
ram,1500 crew cab big horn,635.0,-0.09129306042099403,912.93,0.114
ram,1500 crew cab laramie pickup,81.0,-0.19454999193852288,1945.5,0.612
ram,1500 crew cab tradesman,70.0,-0.19497226284880087,1949.72,0.935
ram,1500 laramie,62.0,-0.049582551036604396,495.83,0.227
ram,1500 laramie 4x4 gas,89.0,-0.2599313276394873,2599.31,0.647
ram,1500 quad cab,94.0,-0.12282196102616073,1228.22,0.549
ram,1500 quad cab express pickup,93.0,-0.2278192690657686,2278.19,0.055
ram,1500 quad cab harvest pickup,174.0,0.39169604386996165,-3916.96,1.0
ram,1500 regular cab tradesman,117.0,-0.3247471382483017,3247.47,0.428
ram,1500 slt,93.0,-0.12281391477274199,1228.14,0.529
ram,1500 sport 4x4 1/2 ton,120.0,-0.13734895461952484,1373.49,0.622
ram,2500,1611.0,-0.142810567462911,1428.11,0.32
ram,2500 crew cab,105.0,-0.11007164342025934,1100.72,0.441
ram,2500 laramie,55.0,-0.13651319224978256,1365.13,0.501
ram,3500,863.0,-0.0954018936891166,954.02,0.282
ram,3500 mega cab,50.0,-0.01307640195691017,130.76,0.005
ram,5500,89.0,-0.09484441977492868,948.44,0.289
ram,pickup 1500,228.0,-0.19507025667683314,1950.7,0.568
ram,pickup 1500 classic,53.0,0.14032828181356882,-1403.28,0.294
ram,pickup 2500,91.0,-0.164618492201998,1646.18,0.676
ram,promaster 1500,62.0,-0.10055019485201777,1005.5,0.145
ram,promaster city,62.0,-0.11137146400878502,1113.71,0.687
rover,discovery sport,107.0,-0.2028810380505835,2028.81,0.643
rover,discovery sport hse,57.0,-0.18132709565459237,1813.27,0.523
rover,evoque,147.0,-0.2036911368331027,2036.91,0.35
rover,lr4,73.0,-0.2339427603334396,2339.43,0.663
rover,range evoque p250 se,58.0,-0.14622891063840515,1462.29,0.38
rover,sport,279.0,-0.4135644374289942,4135.64,0.456
saturn,aura,60.0,-0.03523209799563729,352.32,0.246
saturn,ion,74.0,-0.012320035993913032,123.2,0.328
saturn,vue,159.0,-0.013640785825945446,136.41,0.111
subaru,brz limited coupe 2d,83.0,-0.1274068341890145,1274.07,0.972
subaru,crosstrek,172.0,-0.09075550130474365,907.56,0.266
subaru,crosstrek 2.0i premium,64.0,-0.11958555785516771,1195.86,0.244
subaru,forester,899.0,-0.004442518249616765,44.43,0.035
subaru,forester 2.5i premium,115.0,-0.10500294995220188,1050.03,0.551
subaru,forester 2.5x,51.0,-0.03145016465114257,314.5,0.22
subaru,impreza,683.0,-0.07895604753845742,789.56,0.501
subaru,impreza wagon,58.0,-0.07538528076907643,753.85,0.4
subaru,impreza wrx,68.0,-0.08628573656943894,862.86,0.545
subaru,legacy,465.0,-0.06941638486319875,694.16,0.487
subaru,legacy 2.5i premium sedan,58.0,-0.06617859902731055,661.79,0.696
subaru,outback,1017.0,-0.10242912505884504,1024.29,0.589
subaru,outback 2.5i limited,101.0,-0.13535042541292003,1353.5,0.822
subaru,outback 2.5i premium,69.0,-0.09151410427902201,915.14,0.465
subaru,wrx,252.0,-0.12244205686280664,1224.42,0.132
subaru,wrx sedan 4d,50.0,-0.12854216101524502,1285.42,0.77
subaru,wrx sti,69.0,-0.023362757135663447,233.63,0.004
subaru,wrx sti sedan 4d,114.0,-0.17947274631453636,1794.73,0.804
subaru,xv crosstrek,95.0,-0.037890110952210065,378.9,0.213
subaru,xv crosstrek premium,72.0,-0.07265430762646531,726.54,0.882
tesla,model 3 standard range,275.0,-0.11285294988509369,1128.53,0.481
tesla,model s,89.0,-0.3099665270050711,3099.67,0.179
tesla,model s signature,126.0,0.45966444495518183,-4596.64,1.0
toyota,4-runner,108.0,-0.165594027027089,1655.94,0.712
toyota,4runner,711.0,-0.13830998381298196,1383.1,0.648
toyota,4runner limited,75.0,-0.10982464602026096,1098.25,0.416
toyota,4runner limited sport,142.0,-0.10193828967622874,1019.38,0.62
toyota,4runner sr5,149.0,-0.08476155263791112,847.62,0.433
toyota,4runner sr5 sport utility,398.0,-0.15122823926926562,1512.28,0.823
toyota,avalon,271.0,-0.08397583500318445,839.76,0.538
toyota,avalon limited,57.0,-0.07966300214502307,796.63,0.444
toyota,avalon xls,50.0,-0.030948530730895638,309.49,0.447
toyota,camry,2086.0,-0.06439768350623977,643.98,0.434
toyota,camry hybrid,84.0,-0.05051114632621834,505.11,0.468
toyota,camry le,369.0,-0.05161709453014587,516.17,0.309
toyota,camry le sedan 4d,171.0,-0.07910068897593833,791.01,0.564
toyota,camry se,182.0,-0.06901611253122526,690.16,0.392
toyota,camry solara,54.0,-0.025617486752683393,256.17,0.243
toyota,camry xle,118.0,-0.03481879904679198,348.19,0.161
toyota,corolla,1483.0,-0.0706802645150189,706.8,0.539
toyota,corolla ce,63.0,-0.021203430254809752,212.03,0.245
toyota,corolla im hatchback 4d,51.0,-0.0603550885867032,603.55,0.087
toyota,corolla le,264.0,-0.07219530538775573,721.95,0.533
toyota,corolla le sedan 4d,113.0,-0.108902973517479,1089.03,0.9
toyota,corolla s,98.0,-0.043188630261287796,431.89,0.226
toyota,fj cruiser,186.0,-0.12414644400900841,1241.46,0.483
toyota,highlander,752.0,-0.13666898329798877,1366.69,0.696
toyota,highlander limited,84.0,-0.011289654288855012,112.9,0.087
toyota,land cruiser,132.0,-0.0587714560486179,587.71,0.133
toyota,matrix,106.0,-0.02573004950433406,257.3,0.386
toyota,pickup,50.0,-0.0442287881386231,442.29,0.256
toyota,prius,930.0,-0.061979186474353604,619.79,0.48
toyota,prius c,70.0,-0.05400300202860874,540.03,0.461
toyota,prius hybrid,105.0,-0.056284011377132376,562.84,0.53
toyota,prius v,106.0,-0.04916935803077613,491.69,0.251
toyota,rav4,1201.0,-0.10556799717683138,1055.68,0.59
toyota,rav4 awd,51.0,-0.08150168127659277,815.02,0.593
toyota,rav4 limited,58.0,-0.04555699922847696,455.57,0.193
toyota,rav4 xle,52.0,-0.05355585997070897,535.56,0.135
toyota,sequoia,182.0,-0.1133544130626774,1133.54,0.368
toyota,sienna,785.0,-0.12376340906945689,1237.63,0.531
toyota,sienna le,153.0,-0.13115361796552363,1311.54,0.582
toyota,sienna xle,117.0,-0.12696606141279113,1269.66,0.509
toyota,tacoma,1881.0,-0.11748399200321373,1174.84,0.564
toyota,tacoma 4x4,71.0,-0.07626691773589343,762.67,0.394
toyota,tacoma access cab,91.0,-0.08626002575454829,862.6,0.781
toyota,tacoma access cab pickup,473.0,-0.11754621163029398,1175.46,0.484
toyota,tacoma access cab sr,149.0,-0.10012116981592258,1001.21,0.409
toyota,tacoma access cab sr5,243.0,-0.044501318607852204,445.01,0.218
toyota,tacoma access cab trd,87.0,-0.044989550104500176,449.9,1.0
toyota,tacoma double cab,178.0,-0.09013596202393122,901.36,0.356
toyota,tacoma double cab pickup,252.0,-0.1028738428208189,1028.74,0.972
toyota,tacoma double cab sr5,58.0,-0.09393273782390585,939.33,0.603
toyota,tacoma double cab trd,125.0,-0.12207467169840605,1220.75,0.743
toyota,tacoma prerunner,50.0,-0.061350558932637966,613.51,0.388
toyota,tacoma sr5,50.0,-0.11920088028387443,1192.01,0.707
toyota,tundra,1012.0,-0.14576818664707264,1457.68,0.571
toyota,tundra 4wd truck,93.0,-0.11218344908199651,1121.83,0.451
toyota,tundra crewmax,52.0,-0.16600561917800188,1660.06,0.855
toyota,tundra crewmax limited,54.0,-0.18466391229746393,1846.64,0.709
toyota,tundra crewmax pickup 4d,60.0,-0.09834775767112292,983.48,1.0
toyota,tundra crewmax sr5 pickup,301.0,-0.15841183247589694,1584.12,0.785
toyota,tundra double cab sr,328.0,-0.21594064166220087,2159.41,0.602
toyota,tundra double cab sr5,78.0,-0.15471764824752368,1547.18,0.918
toyota,tundra sr5,100.0,-0.10199655765786622,1019.97,0.458
toyota,venza,129.0,-0.005252279833075503,52.52,0.06
toyota,yaris,159.0,-0.031159487637670843,311.59,0.345
volkswagen,atlas,67.0,0.27089270379480596,-2708.93,0.13
volkswagen,atlas s 4motion sport,70.0,0.13174976135576544,-1317.5,0.279
volkswagen,atlas se 4motion,65.0,-0.09617874865979888,961.79,0.973
volkswagen,beetle,265.0,-0.0010994102268319613,10.99,0.012
volkswagen,beetle 1.8t fleet,199.0,0.4184216499785622,-4184.22,-inf
volkswagen,cc,128.0,-0.054570958754765655,545.71,0.292
volkswagen,eos komfort,103.0,-0.14440673213120941,1444.07,0.625
volkswagen,eos sport convertible,88.0,0.822836914464477,-8228.37,-inf
volkswagen,golf,113.0,-0.07448659399764194,744.87,0.579
volkswagen,golf 1.4t tsi,53.0,8.743538767395629,-87435.39,-inf
volkswagen,golf alltrack tsi s,53.0,-0.16238104986572863,1623.81,0.77
volkswagen,golf gti,97.0,0.024526196928378954,-245.26,0.005
volkswagen,golf gti s hatchback,163.0,-0.17628649404337854,1762.86,0.874
volkswagen,golf gti se hatchback,59.0,-0.20450727973677948,2045.07,0.786
volkswagen,golf sportwagen tsi s,65.0,-0.14116190796660272,1411.62,0.849
volkswagen,golf tdi sel,87.0,-0.08486111701901396,848.61,1.0
volkswagen,gti,150.0,-0.08902648379605674,890.26,0.602
volkswagen,jetta,900.0,-0.02916660485970987,291.67,0.146
volkswagen,jetta 1.4t s sedan 4d,184.0,-0.04878069586259224,487.81,0.331
volkswagen,jetta 1.4t sel,87.0,0.11662767719970261,-1166.28,0.052
volkswagen,jetta se,67.0,-0.012388836817481718,123.89,0.122
volkswagen,jetta sedan,81.0,-0.05968216485686974,596.82,0.612
volkswagen,jetta sportwagen 2.0l,84.0,-0.04497738215518856,449.77,0.432
volkswagen,jetta tdi,50.0,-0.043570686816197246,435.71,0.616
volkswagen,new beetle,61.0,-0.020787421935171732,207.87,0.146
volkswagen,passat,562.0,-0.05820652390286701,582.07,0.288
volkswagen,rabbit,74.0,-0.018452115545773903,184.52,0.176
volkswagen,tiguan,401.0,-0.05142939226056769,514.29,0.076
volkswagen,touareg,66.0,-0.11451921655458891,1145.19,0.263
volvo,certified,64.0,-0.8722488201706707,8722.49,0.969
volvo,s40,64.0,-0.026805762183780273,268.06,0.161
volvo,s60,192.0,-0.11608578208559972,1160.86,0.231
